date,region,hospitalized_with_symptoms,intensive_therapy,total_hospitalized,domestic_isolation,total_positive,new_positive,recovered,deaths,total_cases
2020-02-24 18:00:00,Abruzzo,0,0,0,0,0,0,0,0,0
2020-02-24 18:00:00,Basilicata,0,0,0,0,0,0,0,0,0
2020-02-24 18:00:00,Calabria,0,0,0,0,0,0,0,0,0
2020-02-24 18:00:00,Campania,0,0,0,0,0,0,0,0,0
2020-02-24 18:00:00,Emilia-Romagna,10,2,12,6,18,18,0,0,18
2020-02-24 18:00:00,Friuli Venezia Giulia,0,0,0,0,0,0,0,0,0
2020-02-24 18:00:00,Lazio,1,1,2,0,2,2,1,0,3
2020-02-24 18:00:00,Liguria,0,0,0,0,0,0,0,0,0
2020-02-24 18:00:00,Lombardia,76,19,95,71,166,166,0,6,172
2020-02-24 18:00:00,Marche,0,0,0,0,0,0,0,0,0
2020-02-24 18:00:00,Molise,0,0,0,0,0,0,0,0,0
2020-02-24 18:00:00,P.A. Bolzano,0,0,0,0,0,0,0,0,0
2020-02-24 18:00:00,P.A. Trento,0,0,0,0,0,0,0,0,0
2020-02-24 18:00:00,Piemonte,2,0,2,1,3,3,0,0,3
2020-02-24 18:00:00,Puglia,0,0,0,0,0,0,0,0,0
2020-02-24 18:00:00,Sardegna,0,0,0,0,0,0,0,0,0
2020-02-24 18:00:00,Sicilia,0,0,0,0,0,0,0,0,0
2020-02-24 18:00:00,Toscana,0,0,0,0,0,0,0,0,0
2020-02-24 18:00:00,Umbria,0,0,0,0,0,0,0,0,0
2020-02-24 18:00:00,Valle d'Aosta,0,0,0,0,0,0,0,0,0
2020-02-24 18:00:00,Veneto,12,4,16,16,32,32,0,1,33
2020-02-25 18:00:00,Abruzzo,0,0,0,0,0,0,0,0,0
2020-02-25 18:00:00,Basilicata,0,0,0,0,0,0,0,0,0
2020-02-25 18:00:00,Calabria,0,0,0,0,0,0,0,0,0
2020-02-25 18:00:00,Campania,0,0,0,0,0,0,0,0,0
2020-02-25 18:00:00,Emilia-Romagna,15,2,17,9,26,8,0,0,26
2020-02-25 18:00:00,Friuli Venezia Giulia,0,0,0,0,0,0,0,0,0
2020-02-25 18:00:00,Lazio,1,1,2,0,2,0,1,0,3
2020-02-25 18:00:00,Liguria,1,0,1,0,1,1,0,0,1
2020-02-25 18:00:00,Lombardia,79,25,104,127,231,68,0,9,240
2020-02-25 18:00:00,Marche,0,0,0,0,0,0,0,0,0
2020-02-25 18:00:00,Molise,0,0,0,0,0,0,0,0,0
2020-02-25 18:00:00,P.A. Bolzano,1,0,1,0,1,1,0,0,1
2020-02-25 18:00:00,P.A. Trento,0,0,0,0,0,0,0,0,0
2020-02-25 18:00:00,Piemonte,2,0,2,1,3,0,0,0,3
2020-02-25 18:00:00,Puglia,0,0,0,0,0,0,0,0,0
2020-02-25 18:00:00,Sardegna,0,0,0,0,0,0,0,0,0
2020-02-25 18:00:00,Sicilia,1,0,1,2,3,3,0,0,3
2020-02-25 18:00:00,Toscana,2,0,2,0,2,2,0,0,2
2020-02-25 18:00:00,Umbria,0,0,0,0,0,0,0,0,0
2020-02-25 18:00:00,Valle d'Aosta,0,0,0,0,0,0,0,0,0
2020-02-25 18:00:00,Veneto,12,7,19,23,42,10,0,1,43
2020-02-26 18:00:00,Abruzzo,0,0,0,0,0,0,0,0,0
2020-02-26 18:00:00,Basilicata,0,0,0,0,0,0,0,0,0
2020-02-26 18:00:00,Calabria,0,0,0,0,0,0,0,0,0
2020-02-26 18:00:00,Campania,0,0,0,0,0,0,0,0,0
2020-02-26 18:00:00,Emilia-Romagna,20,3,23,23,46,21,0,1,47
2020-02-26 18:00:00,Friuli Venezia Giulia,0,0,0,0,0,0,0,0,0
2020-02-26 18:00:00,Lazio,0,0,0,0,0,0,3,0,3
2020-02-26 18:00:00,Liguria,6,0,6,5,11,10,0,0,11
2020-02-26 18:00:00,Lombardia,79,25,104,145,249,18,0,9,258
2020-02-26 18:00:00,Marche,1,0,1,0,1,1,0,0,1
2020-02-26 18:00:00,Molise,0,0,0,0,0,0,0,0,0
2020-02-26 18:00:00,P.A. Bolzano,1,0,1,0,1,0,0,0,1
2020-02-26 18:00:00,P.A. Trento,0,0,0,0,0,0,0,0,0
2020-02-26 18:00:00,Piemonte,2,0,2,1,3,0,0,0,3
2020-02-26 18:00:00,Puglia,0,0,0,0,0,0,0,0,0
2020-02-26 18:00:00,Sardegna,0,0,0,0,0,0,0,0,0
2020-02-26 18:00:00,Sicilia,1,0,1,2,3,0,0,0,3
2020-02-26 18:00:00,Toscana,2,0,2,0,2,0,0,0,2
2020-02-26 18:00:00,Umbria,0,0,0,0,0,0,0,0,0
2020-02-26 18:00:00,Valle d'Aosta,0,0,0,0,0,0,0,0,0
2020-02-26 18:00:00,Veneto,16,8,24,45,69,28,0,2,71
2020-02-27 18:00:00,Abruzzo,1,0,1,0,1,1,0,0,1
2020-02-27 18:00:00,Basilicata,0,0,0,0,0,0,0,0,0
2020-02-27 18:00:00,Calabria,0,0,0,0,0,0,0,0,0
2020-02-27 18:00:00,Campania,2,0,2,1,3,3,0,0,3
2020-02-27 18:00:00,Emilia-Romagna,36,6,42,54,96,50,0,1,97
2020-02-27 18:00:00,Friuli Venezia Giulia,0,0,0,0,0,0,0,0,0
2020-02-27 18:00:00,Lazio,0,0,0,0,0,0,3,0,3
2020-02-27 18:00:00,Liguria,9,0,9,10,19,8,0,0,19
2020-02-27 18:00:00,Lombardia,172,41,213,136,349,145,40,14,403
2020-02-27 18:00:00,Marche,2,1,3,0,3,2,0,0,3
2020-02-27 18:00:00,Molise,0,0,0,0,0,0,0,0,0
2020-02-27 18:00:00,P.A. Bolzano,1,0,1,0,1,0,0,0,1
2020-02-27 18:00:00,P.A. Trento,0,0,0,0,0,0,0,0,0
2020-02-27 18:00:00,Piemonte,2,0,2,0,2,-1,0,0,2
2020-02-27 18:00:00,Puglia,1,0,1,0,1,1,0,0,1
2020-02-27 18:00:00,Sardegna,0,0,0,0,0,0,0,0,0
2020-02-27 18:00:00,Sicilia,1,0,1,1,2,1,2,0,4
2020-02-27 18:00:00,Toscana,2,0,2,0,2,0,0,0,2
2020-02-27 18:00:00,Umbria,0,0,0,0,0,0,0,0,0
2020-02-27 18:00:00,Valle d'Aosta,0,0,0,0,0,0,0,0,0
2020-02-27 18:00:00,Veneto,19,8,27,82,109,40,0,2,111
2020-02-28 18:00:00,Abruzzo,1,0,1,0,1,0,0,0,1
2020-02-28 18:00:00,Basilicata,0,0,0,0,0,0,0,0,0
2020-02-28 18:00:00,Calabria,0,0,0,1,1,1,0,0,1
2020-02-28 18:00:00,Campania,2,0,2,2,4,1,0,0,4
2020-02-28 18:00:00,Emilia-Romagna,56,6,62,81,143,48,0,2,145
2020-02-28 18:00:00,Friuli Venezia Giulia,0,0,0,0,0,0,0,0,0
2020-02-28 18:00:00,Lazio,0,0,0,0,0,0,3,0,3
2020-02-28 18:00:00,Liguria,9,0,9,10,19,0,0,0,19
2020-02-28 18:00:00,Lombardia,235,47,282,192,474,128,40,17,531
2020-02-28 18:00:00,Marche,3,2,5,1,6,3,0,0,6
2020-02-28 18:00:00,Molise,0,0,0,0,0,0,0,0,0
2020-02-28 18:00:00,P.A. Bolzano,1,0,1,0,1,0,0,0,1
2020-02-28 18:00:00,P.A. Trento,0,0,0,0,0,0,0,0,0
2020-02-28 18:00:00,Piemonte,7,0,7,4,11,9,0,0,11
2020-02-28 18:00:00,Puglia,1,0,1,2,3,2,0,0,3
2020-02-28 18:00:00,Sardegna,0,0,0,0,0,0,0,0,0
2020-02-28 18:00:00,Sicilia,1,0,1,1,2,0,2,0,4
2020-02-28 18:00:00,Toscana,5,0,5,2,7,6,1,0,8
2020-02-28 18:00:00,Umbria,0,0,0,0,0,0,0,0,0
2020-02-28 18:00:00,Valle d'Aosta,0,0,0,0,0,0,0,0,0
2020-02-28 18:00:00,Veneto,24,9,33,116,149,40,0,2,151
2020-02-29 17:00:00,Abruzzo,2,0,2,0,2,1,0,0,2
2020-02-29 17:00:00,Basilicata,0,0,0,0,0,0,0,0,0
2020-02-29 17:00:00,Calabria,0,0,0,1,1,0,0,0,1
2020-02-29 17:00:00,Campania,3,0,3,10,13,9,0,0,13
2020-02-29 17:00:00,Emilia-Romagna,86,11,97,116,213,72,0,4,217
2020-02-29 17:00:00,Friuli Venezia Giulia,0,0,0,0,0,0,0,0,0
2020-02-29 17:00:00,Lazio,3,0,3,0,3,3,3,0,6
2020-02-29 17:00:00,Liguria,4,1,5,33,38,23,4,0,42
2020-02-29 17:00:00,Lombardia,256,80,336,216,552,84,40,23,615
2020-02-29 17:00:00,Marche,6,2,8,3,11,5,0,0,11
2020-02-29 17:00:00,Molise,0,0,0,0,0,0,0,0,0
2020-02-29 17:00:00,P.A. Bolzano,1,0,1,0,1,0,0,0,1
2020-02-29 17:00:00,P.A. Trento,0,0,0,0,0,0,0,0,0
2020-02-29 17:00:00,Piemonte,7,0,7,4,11,0,0,0,11
2020-02-29 17:00:00,Puglia,1,0,1,2,3,0,0,0,3
2020-02-29 17:00:00,Sardegna,0,0,0,0,0,0,0,0,0
2020-02-29 17:00:00,Sicilia,1,0,1,1,2,0,2,0,4
2020-02-29 17:00:00,Toscana,7,0,7,3,10,3,1,0,11
2020-02-29 17:00:00,Umbria,0,0,0,0,0,0,0,0,0
2020-02-29 17:00:00,Valle d'Aosta,0,0,0,0,0,0,0,0,0
2020-02-29 17:00:00,Veneto,24,11,35,154,189,40,0,2,191
2020-03-01 17:00:00,Abruzzo,3,0,3,2,5,3,0,0,5
2020-03-01 17:00:00,Basilicata,0,0,0,0,0,0,0,0,0
2020-03-01 17:00:00,Calabria,0,0,0,1,1,0,0,0,1
2020-03-01 17:00:00,Campania,4,0,4,13,17,4,0,0,17
2020-03-01 17:00:00,Emilia-Romagna,127,13,140,137,277,68,0,8,285
2020-03-01 17:00:00,Friuli Venezia Giulia,0,0,0,6,6,6,0,0,6
2020-03-01 17:00:00,Lazio,3,0,3,0,3,0,3,0,6
2020-03-01 17:00:00,Liguria,12,1,13,8,21,-17,4,0,25
2020-03-01 17:00:00,Lombardia,406,106,512,375,887,369,73,24,984
2020-03-01 17:00:00,Marche,12,5,17,8,25,14,0,0,25
2020-03-01 17:00:00,Molise,0,0,0,0,0,0,0,0,0
2020-03-01 17:00:00,P.A. Bolzano,1,0,1,0,1,0,0,0,1
2020-03-01 17:00:00,P.A. Trento,0,0,0,0,0,0,0,0,0
2020-03-01 17:00:00,Piemonte,11,2,13,36,49,38,0,0,49
2020-03-01 17:00:00,Puglia,1,0,1,2,3,0,0,0,3
2020-03-01 17:00:00,Sardegna,0,0,0,0,0,0,0,0,0
2020-03-01 17:00:00,Sicilia,1,0,1,6,7,5,2,0,9
2020-03-01 17:00:00,Toscana,7,0,7,5,12,2,1,0,13
2020-03-01 17:00:00,Umbria,0,0,0,2,2,2,0,0,2
2020-03-01 17:00:00,Valle d'Aosta,0,0,0,0,0,0,0,0,0
2020-03-01 17:00:00,Veneto,51,13,64,197,261,72,0,2,263
2020-03-02 18:00:00,Abruzzo,3,0,3,2,5,0,0,0,5
2020-03-02 18:00:00,Basilicata,0,0,0,0,0,0,0,0,0
2020-03-02 18:00:00,Calabria,0,0,0,1,1,0,0,0,1
2020-03-02 18:00:00,Campania,4,0,4,13,17,0,0,0,17
2020-03-02 18:00:00,Emilia-Romagna,148,16,164,160,324,50,0,11,335
2020-03-02 18:00:00,Friuli Venezia Giulia,0,0,0,9,9,3,0,0,9
2020-03-02 18:00:00,Lazio,3,0,3,1,4,1,3,0,7
2020-03-02 18:00:00,Liguria,12,1,13,5,18,-3,4,0,22
2020-03-02 18:00:00,Lombardia,478,127,605,472,1077,270,139,38,1254
2020-03-02 18:00:00,Marche,17,6,23,11,34,10,0,1,35
2020-03-02 18:00:00,Molise,0,0,0,0,0,0,0,0,0
2020-03-02 18:00:00,P.A. Bolzano,1,0,1,0,1,0,0,0,1
2020-03-02 18:00:00,P.A. Trento,0,0,0,0,0,0,0,0,0
2020-03-02 18:00:00,Piemonte,12,2,14,37,51,2,0,0,51
2020-03-02 18:00:00,Puglia,2,0,2,2,4,1,0,0,4
2020-03-02 18:00:00,Sardegna,0,0,0,0,0,0,0,0,0
2020-03-02 18:00:00,Sicilia,2,0,2,3,5,-2,2,0,7
2020-03-02 18:00:00,Toscana,7,0,7,5,12,0,1,0,13
2020-03-02 18:00:00,Umbria,0,0,0,2,2,0,0,0,2
2020-03-02 18:00:00,Valle d'Aosta,0,0,0,0,0,0,0,0,0
2020-03-02 18:00:00,Veneto,53,14,67,204,271,10,0,2,273
2020-03-03 18:00:00,Abruzzo,5,0,5,1,6,1,0,0,6
2020-03-03 18:00:00,Basilicata,0,0,0,1,1,1,0,0,1
2020-03-03 18:00:00,Calabria,0,0,0,1,1,0,0,0,1
2020-03-03 18:00:00,Campania,11,0,11,19,30,13,0,0,30
2020-03-03 18:00:00,Emilia-Romagna,187,24,211,187,398,85,4,18,420
2020-03-03 18:00:00,Friuli Venezia Giulia,1,0,1,12,13,4,0,0,13
2020-03-03 18:00:00,Lazio,10,0,10,1,11,7,3,0,14
2020-03-03 18:00:00,Liguria,12,2,14,5,19,2,4,1,24
2020-03-03 18:00:00,Lombardia,698,167,865,461,1326,266,139,55,1520
2020-03-03 18:00:00,Marche,27,13,40,19,59,26,0,2,61
2020-03-03 18:00:00,Molise,3,0,3,0,3,3,0,0,3
2020-03-03 18:00:00,P.A. Bolzano,1,0,1,0,1,0,0,0,1
2020-03-03 18:00:00,P.A. Trento,1,0,1,3,4,4,0,0,4
2020-03-03 18:00:00,Piemonte,13,3,16,40,56,5,0,0,56
2020-03-03 18:00:00,Puglia,2,0,2,4,6,2,0,0,6
2020-03-03 18:00:00,Sardegna,1,0,1,0,1,1,0,0,1
2020-03-03 18:00:00,Sicilia,2,0,2,3,5,0,2,0,7
2020-03-03 18:00:00,Toscana,10,0,10,8,18,6,1,0,19
2020-03-03 18:00:00,Umbria,1,1,2,6,8,6,0,0,8
2020-03-03 18:00:00,Valle d'Aosta,0,0,0,0,0,0,0,0,0
2020-03-03 18:00:00,Veneto,49,19,68,229,297,34,7,3,307
2020-03-04 17:00:00,Abruzzo,7,0,7,0,7,1,0,0,7
2020-03-04 17:00:00,Basilicata,0,0,0,1,1,0,0,0,1
2020-03-04 17:00:00,Calabria,0,0,0,1,1,0,0,0,1
2020-03-04 17:00:00,Campania,11,0,11,20,31,1,0,0,31
2020-03-04 17:00:00,Emilia-Romagna,256,26,282,234,516,124,6,22,544
2020-03-04 17:00:00,Friuli Venezia Giulia,3,0,3,15,18,5,0,0,18
2020-03-04 17:00:00,Lazio,15,3,18,9,27,16,3,0,30
2020-03-04 17:00:00,Liguria,10,3,13,8,21,2,4,1,26
2020-03-04 17:00:00,Lombardia,877,209,1086,411,1497,300,250,73,1820
2020-03-04 17:00:00,Marche,34,15,49,31,80,23,0,4,84
2020-03-04 17:00:00,Molise,3,0,3,0,3,0,0,0,3
2020-03-04 17:00:00,P.A. Bolzano,1,0,1,0,1,0,0,0,1
2020-03-04 17:00:00,P.A. Trento,1,0,1,4,5,1,0,0,5
2020-03-04 17:00:00,Piemonte,26,13,39,43,82,26,0,0,82
2020-03-04 17:00:00,Puglia,4,0,4,3,7,3,1,1,9
2020-03-04 17:00:00,Sardegna,1,0,1,1,2,1,0,0,2
2020-03-04 17:00:00,Sicilia,5,0,5,11,16,11,2,0,18
2020-03-04 17:00:00,Toscana,15,2,17,20,37,19,1,0,38
2020-03-04 17:00:00,Umbria,1,1,2,7,9,1,0,0,9
2020-03-04 17:00:00,Valle d'Aosta,0,0,0,0,0,0,0,0,0
2020-03-04 17:00:00,Veneto,76,23,99,246,345,53,9,6,360
2020-03-05 17:00:00,Abruzzo,8,0,8,0,8,1,0,0,8
2020-03-05 17:00:00,Basilicata,0,0,0,1,1,0,0,0,1
2020-03-05 17:00:00,Calabria,1,0,1,1,2,1,0,0,2
2020-03-05 17:00:00,Campania,12,0,12,33,45,14,0,0,45
2020-03-05 17:00:00,Emilia-Romagna,327,32,359,299,658,154,10,30,698
2020-03-05 17:00:00,Friuli Venezia Giulia,4,0,4,17,21,3,0,0,21
2020-03-05 17:00:00,Lazio,20,7,27,14,41,14,3,0,44
2020-03-05 17:00:00,Liguria,11,3,14,7,21,2,4,3,28
2020-03-05 17:00:00,Lombardia,1169,244,1413,364,1777,431,376,98,2251
2020-03-05 17:00:00,Marche,57,19,76,44,120,40,0,4,124
2020-03-05 17:00:00,Molise,4,0,4,3,7,4,0,0,7
2020-03-05 17:00:00,P.A. Bolzano,1,0,1,0,1,0,0,0,1
2020-03-05 17:00:00,P.A. Trento,2,0,2,5,7,2,0,0,7
2020-03-05 17:00:00,Piemonte,43,17,60,46,106,26,0,2,108
2020-03-05 17:00:00,Puglia,5,1,6,6,12,5,1,1,14
2020-03-05 17:00:00,Sardegna,2,0,2,0,2,0,0,0,2
2020-03-05 17:00:00,Sicilia,5,0,5,11,16,0,2,0,18
2020-03-05 17:00:00,Toscana,26,3,29,31,60,23,1,0,61
2020-03-05 17:00:00,Umbria,1,1,2,7,9,0,0,0,9
2020-03-05 17:00:00,Valle d'Aosta,0,0,0,2,2,2,0,0,2
2020-03-05 17:00:00,Veneto,92,24,116,264,380,47,17,10,407
2020-03-06 17:00:00,Abruzzo,9,0,9,0,9,1,0,0,9
2020-03-06 17:00:00,Basilicata,1,0,1,2,3,2,0,0,3
2020-03-06 17:00:00,Calabria,2,0,2,2,4,2,0,0,4
2020-03-06 17:00:00,Campania,12,0,12,45,57,12,0,0,57
2020-03-06 17:00:00,Emilia-Romagna,397,53,450,366,816,172,17,37,870
2020-03-06 17:00:00,Friuli Venezia Giulia,4,0,4,24,28,10,3,0,31
2020-03-06 17:00:00,Lazio,26,8,34,16,50,10,3,1,54
2020-03-06 17:00:00,Liguria,12,5,17,7,24,4,5,3,32
2020-03-06 17:00:00,Lombardia,1622,309,1931,77,2008,361,469,135,2612
2020-03-06 17:00:00,Marche,73,20,93,62,155,35,0,4,159
2020-03-06 17:00:00,Molise,3,2,5,7,12,5,0,0,12
2020-03-06 17:00:00,P.A. Bolzano,4,0,4,0,4,3,0,0,4
2020-03-06 17:00:00,P.A. Trento,4,0,4,6,10,3,0,0,10
2020-03-06 17:00:00,Piemonte,57,30,87,52,139,35,0,4,143
2020-03-06 17:00:00,Puglia,5,1,6,9,15,3,1,1,17
2020-03-06 17:00:00,Sardegna,2,0,2,3,5,3,0,0,5
2020-03-06 17:00:00,Sicilia,7,0,7,15,22,6,2,0,24
2020-03-06 17:00:00,Toscana,35,5,40,38,78,18,1,0,79
2020-03-06 17:00:00,Umbria,2,2,4,12,16,7,0,0,16
2020-03-06 17:00:00,Valle d'Aosta,0,0,0,7,7,5,0,0,7
2020-03-06 17:00:00,Veneto,117,27,144,310,454,81,22,12,488
2020-03-07 18:00:00,Abruzzo,11,0,11,0,11,2,0,0,11
2020-03-07 18:00:00,Basilicata,1,0,1,2,3,0,0,0,3
2020-03-07 18:00:00,Calabria,2,0,2,2,4,0,0,0,4
2020-03-07 18:00:00,Campania,16,0,16,45,61,4,0,0,61
2020-03-07 18:00:00,Emilia-Romagna,464,64,528,409,937,140,25,48,1010
2020-03-07 18:00:00,Friuli Venezia Giulia,7,1,8,31,39,11,3,0,42
2020-03-07 18:00:00,Lazio,43,8,51,21,72,22,3,1,76
2020-03-07 18:00:00,Liguria,26,6,32,10,42,19,5,4,51
2020-03-07 18:00:00,Lombardia,1661,359,2020,722,2742,808,524,154,3420
2020-03-07 18:00:00,Marche,94,36,130,71,201,48,0,6,207
2020-03-07 18:00:00,Molise,3,2,5,9,14,2,0,0,14
2020-03-07 18:00:00,P.A. Bolzano,8,0,8,1,9,5,0,0,9
2020-03-07 18:00:00,P.A. Trento,6,1,7,7,14,4,0,0,14
2020-03-07 18:00:00,Piemonte,110,38,148,54,202,64,0,5,207
2020-03-07 18:00:00,Puglia,9,2,11,12,23,9,1,2,26
2020-03-07 18:00:00,Sardegna,2,0,2,3,5,0,0,0,5
2020-03-07 18:00:00,Sicilia,8,0,8,25,33,11,2,0,35
2020-03-07 18:00:00,Toscana,54,7,61,51,112,34,1,0,113
2020-03-07 18:00:00,Umbria,2,2,4,20,24,8,0,0,24
2020-03-07 18:00:00,Valle d'Aosta,1,0,1,7,8,1,0,0,8
2020-03-07 18:00:00,Veneto,123,41,164,341,505,55,25,13,543
2020-03-08 18:00:00,Abruzzo,14,0,14,3,17,6,0,0,17
2020-03-08 18:00:00,Basilicata,2,0,2,2,4,1,0,0,4
2020-03-08 18:00:00,Calabria,5,0,5,4,9,5,0,0,9
2020-03-08 18:00:00,Campania,30,7,37,63,100,40,1,0,101
2020-03-08 18:00:00,Emilia-Romagna,542,75,617,480,1097,170,27,56,1180
2020-03-08 18:00:00,Friuli Venezia Giulia,7,1,8,45,53,15,3,1,57
2020-03-08 18:00:00,Lazio,47,8,55,26,81,11,3,3,87
2020-03-08 18:00:00,Liguria,39,11,50,17,67,27,5,6,78
2020-03-08 18:00:00,Lombardia,2217,399,2616,756,3372,769,550,267,4189
2020-03-08 18:00:00,Marche,110,41,151,114,265,65,0,7,272
2020-03-08 18:00:00,Molise,4,2,6,8,14,0,0,0,14
2020-03-08 18:00:00,P.A. Bolzano,8,0,8,1,9,0,0,0,9
2020-03-08 18:00:00,P.A. Trento,7,2,9,14,23,9,0,0,23
2020-03-08 18:00:00,Piemonte,245,45,290,65,355,153,0,5,360
2020-03-08 18:00:00,Puglia,17,3,20,16,36,14,1,3,40
2020-03-08 18:00:00,Sardegna,5,0,5,6,11,6,0,0,11
2020-03-08 18:00:00,Sicilia,18,0,18,33,51,18,2,0,53
2020-03-08 18:00:00,Toscana,91,7,98,67,165,53,1,0,166
2020-03-08 18:00:00,Umbria,2,2,4,22,26,2,0,0,26
2020-03-08 18:00:00,Valle d'Aosta,1,0,1,8,9,1,0,0,9
2020-03-08 18:00:00,Veneto,146,47,193,430,623,127,29,18,670
2020-03-09 18:00:00,Abruzzo,25,0,25,5,30,13,0,0,30
2020-03-09 18:00:00,Basilicata,2,0,2,3,5,1,0,0,5
2020-03-09 18:00:00,Calabria,8,0,8,1,9,2,2,0,11
2020-03-09 18:00:00,Campania,42,8,50,69,119,19,1,0,120
2020-03-09 18:00:00,Emilia-Romagna,576,90,666,620,1286,206,30,70,1386
2020-03-09 18:00:00,Friuli Venezia Giulia,18,1,19,70,89,36,3,1,93
2020-03-09 18:00:00,Lazio,55,8,63,31,94,15,3,5,102
2020-03-09 18:00:00,Liguria,60,17,77,20,97,31,5,7,109
2020-03-09 18:00:00,Lombardia,2802,440,3242,1248,4490,1280,646,333,5469
2020-03-09 18:00:00,Marche,136,47,183,130,313,51,0,10,323
2020-03-09 18:00:00,Molise,4,2,6,8,14,0,0,0,14
2020-03-09 18:00:00,P.A. Bolzano,8,0,8,1,9,0,0,0,9
2020-03-09 18:00:00,P.A. Trento,10,2,12,21,33,10,0,0,33
2020-03-09 18:00:00,Piemonte,222,50,272,65,337,-10,0,13,350
2020-03-09 18:00:00,Puglia,20,6,26,20,46,10,1,3,50
2020-03-09 18:00:00,Sardegna,8,0,8,11,19,8,0,0,19
2020-03-09 18:00:00,Sicilia,19,0,19,33,52,1,2,0,54
2020-03-09 18:00:00,Toscana,107,9,116,90,206,42,1,1,208
2020-03-09 18:00:00,Umbria,4,2,6,22,28,2,0,0,28
2020-03-09 18:00:00,Valle d'Aosta,4,0,4,11,15,6,0,0,15
2020-03-09 18:00:00,Veneto,186,51,237,457,694,74,30,20,744
2020-03-10 18:00:00,Abruzzo,17,9,26,11,37,8,0,1,38
2020-03-10 18:00:00,Basilicata,2,0,2,5,7,2,0,0,7
2020-03-10 18:00:00,Calabria,8,2,10,1,11,2,2,0,13
2020-03-10 18:00:00,Campania,33,8,41,85,126,7,1,0,127
2020-03-10 18:00:00,Emilia-Romagna,669,98,767,650,1417,147,31,85,1533
2020-03-10 18:00:00,Friuli Venezia Giulia,27,6,33,77,110,23,3,3,116
2020-03-10 18:00:00,Lazio,50,15,65,34,99,14,11,6,116
2020-03-10 18:00:00,Liguria,57,29,86,42,128,32,5,8,141
2020-03-10 18:00:00,Lombardia,3319,466,3785,642,4427,322,896,468,5791
2020-03-10 18:00:00,Marche,152,54,206,175,381,71,0,13,394
2020-03-10 18:00:00,Molise,3,3,6,9,15,1,0,0,15
2020-03-10 18:00:00,P.A. Bolzano,17,1,18,20,38,29,0,0,38
2020-03-10 18:00:00,P.A. Trento,19,3,22,28,50,19,2,0,52
2020-03-10 18:00:00,Piemonte,306,66,372,64,436,103,0,17,453
2020-03-10 18:00:00,Puglia,28,6,34,21,55,9,1,3,59
2020-03-10 18:00:00,Sardegna,9,0,9,11,20,1,0,0,20
2020-03-10 18:00:00,Sicilia,17,2,19,41,60,8,2,0,62
2020-03-10 18:00:00,Toscana,91,40,131,129,260,56,3,1,264
2020-03-10 18:00:00,Umbria,8,2,10,27,37,9,0,0,37
2020-03-10 18:00:00,Valle d'Aosta,2,0,2,15,17,2,0,0,17
2020-03-10 18:00:00,Veneto,204,67,271,512,783,112,47,26,856
2020-03-11 17:00:00,Abruzzo,17,9,26,11,37,0,0,1,38
2020-03-11 17:00:00,Basilicata,1,1,2,6,8,1,0,0,8
2020-03-11 17:00:00,Calabria,10,2,12,5,17,6,2,0,19
2020-03-11 17:00:00,Campania,56,11,67,82,149,27,4,1,154
2020-03-11 17:00:00,Emilia-Romagna,745,104,849,739,1588,206,38,113,1739
2020-03-11 17:00:00,Friuli Venezia Giulia,16,5,21,89,110,10,10,6,126
2020-03-11 17:00:00,Lazio,67,18,85,40,125,34,19,6,150
2020-03-11 17:00:00,Liguria,74,34,108,73,181,53,5,8,194
2020-03-11 17:00:00,Lombardia,3852,560,4412,1351,5763,1489,900,617,7280
2020-03-11 17:00:00,Marche,212,66,278,183,461,85,0,18,479
2020-03-11 17:00:00,Molise,4,3,7,9,16,1,0,0,16
2020-03-11 17:00:00,P.A. Bolzano,8,4,12,63,75,37,0,0,75
2020-03-11 17:00:00,P.A. Trento,28,4,32,42,74,25,3,0,77
2020-03-11 17:00:00,Piemonte,319,75,394,86,480,48,0,21,501
2020-03-11 17:00:00,Puglia,38,4,42,29,71,18,1,5,77
2020-03-11 17:00:00,Sardegna,10,0,10,27,37,17,0,0,37
2020-03-11 17:00:00,Sicilia,23,1,24,57,81,21,2,0,83
2020-03-11 17:00:00,Toscana,87,54,141,173,314,56,5,1,320
2020-03-11 17:00:00,Umbria,7,5,12,32,44,9,2,0,46
2020-03-11 17:00:00,Valle d'Aosta,2,0,2,17,19,3,0,1,20
2020-03-11 17:00:00,Veneto,262,68,330,610,940,167,54,29,1023
2020-03-12 17:00:00,Abruzzo,47,12,59,19,78,46,4,2,84
2020-03-12 17:00:00,Basilicata,1,1,2,6,8,0,0,0,8
2020-03-12 17:00:00,Calabria,14,2,16,16,32,14,1,0,33
2020-03-12 17:00:00,Campania,56,11,67,107,174,25,4,1,179
2020-03-12 17:00:00,Emilia-Romagna,814,112,926,832,1758,208,43,146,1947
2020-03-12 17:00:00,Friuli Venezia Giulia,23,10,33,115,148,41,11,8,167
2020-03-12 17:00:00,Lazio,85,20,105,67,172,50,19,9,200
2020-03-12 17:00:00,Liguria,100,36,136,107,243,80,20,11,274
2020-03-12 17:00:00,Lombardia,4247,605,4852,2044,6896,1445,1085,744,8725
2020-03-12 17:00:00,Marche,254,76,330,240,570,113,0,22,592
2020-03-12 17:00:00,Molise,4,3,7,9,16,0,0,0,16
2020-03-12 17:00:00,P.A. Bolzano,21,4,25,78,103,29,0,1,104
2020-03-12 17:00:00,P.A. Trento,43,5,48,54,102,30,4,1,107
